"","X","ID","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","PBH_actual","PDE_actual","BA_actual","MC_actual","Intent_actual","MG_actual","Agent","RT","MJ","keys","Gender","Gender.quant","Age","Nationality","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_variants","variants_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"74",74,14606117,"Main Stimuli F_YES (Latin Square) ",2,"Unprohibted_BetterAlternative_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Disproportionate_Cost_Crane","No","No","no","no","yes","Yes","AI",1791.19999999963,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","Unprohibted_BetterAlternative_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"75",75,14606117,"Main Stimuli F_YES (Latin Square) ",3,"SubstitutedConsent","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",393.899999999627,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"76",76,14606117,"Main Stimuli F_YES (Latin Square) ",4,"collapse bridge","trolley","Collapse_Bridge_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",886.799999999814,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"77",77,14606117,"Main Stimuli F_YES (Latin Square) ",5,"DropEquipment","trolley","Drop_Equipment_Trolley","No","No","yes","yes","no","Yes","Human",856.000000000371,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","DropEquipment","Drop_Equipment","No","No","No","No","No","Yes"
"78",78,14606117,"Main Stimuli F_YES (Latin Square) ",6,"better alternative","crane","Better_Alternative_Crane","Yes","No","no","yes","yes","No","Human",3490.10000000037,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
"79",79,14606117,"Main Stimuli F_YES (Latin Square) ",7,"Footbridge_Equipment_Save_","trolley","Footbridge_Equipment_Save_Trolley","Yes","No","yes","no","yes","No","AI",3249.89999999981,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","Footbridge_Equipment_Save_Trolley","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"80",80,14606117,"Main Stimuli F_YES (Latin Square) ",8,"Unprohibted_BetterAlternative_Equipment_Intended_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Trolley","No","No","no","yes","no","Yes","Human",4916.60000000037,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","Unprohibted_BetterAlternative_Equipment_Intended_Trolley","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"81",81,14606117,"Main Stimuli F_YES (Latin Square) ",9,"better alternative","trolley","Better_Alternative_Trolley","Yes","No","no","yes","yes","No","Human",321.900000000183,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","better alternative","Better_Alternative","Yes","Yes","No","Yes","No","No"
"82",82,14606117,"Main Stimuli F_YES (Latin Square) ",10,"drop man","Crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",1307.90000000037,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","DropManCraneHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"83",83,14606117,"Main Stimuli F_YES (Latin Square) ",11,"drop man","trolley","Drop_Man_Trolley","Yes","No","yes","yes","no","No","Human",419.299999999814,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","drop man","Drop_Man","Yes","Yes","Yes","No","No","No"
"84",84,14606117,"Main Stimuli F_YES (Latin Square) ",12,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley","No","No","yes","no","yes","Yes","AI",8361.19999999981,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"85",85,14606117,"Main Stimuli F_YES (Latin Square) ",13,"OmissionFootbridgePHO","Crane","Omission_Footbridge_PHO_Crane","No","No","yes","no","yes","Yes","Human",2201.50000000019,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","OmissionFootbridgePHOCrane","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"86",86,14606117,"Main Stimuli F_YES (Latin Square) ",14,"InexpensiveRescue","crane","Inexpensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","Human",2489.89999999963,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","InexpensiveRescueCrane","Inexpensive_Rescue","No","No","No","No","No","Yes"
"87",87,14606117,"Main Stimuli F_YES (Latin Square) ",15,"footbridge","trolley","Footbridge_Trolley","Yes","No","yes","yes","no","No","AI",3724.20000000019,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"88",88,14606117,"Main Stimuli F_YES (Latin Square) ",16,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",3724.60000000018,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"89",89,14606117,"Main Stimuli F_YES (Latin Square) ",17,"DropEquipment","Crane","Drop_Equipment_Crane","No","No","yes","yes","yes","Yes","Human",1339.99999999981,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"90",90,14606117,"Main Stimuli F_YES (Latin Square) ",18,"loop","crane","Loop_Track_Crane","Yes","No","yes","yes","no","No","AI",359.400000000373,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"91",91,14606117,"Main Stimuli F_YES (Latin Square) ",19,"implied consent","trolley","Implied_Consent_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",2248.40000000037,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"92",92,14606117,"Main Stimuli F_YES (Latin Square) ",20,"ExpensiveCollapse","trolley","Expensive_Collapse_Trolley","No","Yes","yes","yes","yes","Yes","AI",4097.99999999983,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","ExpensiveCollapse","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"93",93,14606117,"Main Stimuli F_YES (Latin Square) ",21,"expensive equipment","trolley","Expensive_Equipment_Trolley","Yes","No","no","no","yes","No","Human",3610.99999999983,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","expensive equipment","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"94",94,14606117,"Main Stimuli F_YES (Latin Square) ",22,"FootbridgePHO","trolley","Footbridge_PHO_Trolley","Yes","No","yes","yes","yes","No","AI",2214.5,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","FootbridgePHO","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"95",95,14606117,"Main Stimuli F_YES (Latin Square) ",23,"expensive equipment","crane","Expensive_Equipment_Crane","Yes","No","no","no","yes","No","Human",3741.39999999999,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","expensive equipmentCrane","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"96",96,14606117,"Main Stimuli F_YES (Latin Square) ",24,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane","No","No","no","yes","no","Yes","Human",890.500000000378,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"97",97,14606117,"Main Stimuli F_YES (Latin Square) ",25,"bystander","crane","Bystander_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1729.89999999999,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"98",98,14606117,"Main Stimuli F_YES (Latin Square) ",26,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane","Yes","No","yes","yes","no","No","Human",714.899999999994,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"99",99,14606117,"Main Stimuli F_YES (Latin Square) ",27,"InefficientRisk","trolley","Inefficient_Risk_Trolley","No","No","yes","no","yes","Yes","AI",1017.80000000037,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","InefficientRisk","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"100",100,14606117,"Main Stimuli F_YES (Latin Square) ",28,"ExpensiveCollapse","crane","Expensive_Collapse_Crane","No","Yes","yes","yes","yes","Yes","AI",3607.29999999999,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"101",101,14606117,"Main Stimuli F_YES (Latin Square) ",29,"loop","trolley","Loop_Track_Trolley","Yes","No","yes","yes","no","No","AI",356.100000000384,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"102",102,14606117,"Main Stimuli F_YES (Latin Square) ",30,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","Human",2040.79999999981,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"103",103,14606117,"Main Stimuli F_YES (Latin Square) ",31,"costless rescue","trolley","Costless_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",1721.99999999983,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"104",104,14606117,"Main Stimuli F_YES (Latin Square) ",32,"HypotheticalConsent","crane","Hypothetical_Consent_Crane","No","No","yes","yes","no","Yes","Human",2022.19999999963,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","HypotheticalConsentCrane","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"105",105,14606117,"Main Stimuli F_YES (Latin Square) ",33,"man-in-front","crane","Man_in_Front_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1754.30000000019,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"106",106,14606117,"Main Stimuli F_YES (Latin Square) ",34,"DropEquipment","crane","Drop_Equipment_Crane","No","No","yes","yes","no","Yes","Human",1715.60000000001,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"107",107,14606117,"Main Stimuli F_YES (Latin Square) ",35,"drop man","crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","Human",141.89999999982,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
"108",108,14606117,"Main Stimuli F_YES (Latin Square) ",36,"intentional homicide","crane","Intentional_Homicide_Crane","Yes","No","yes","yes","no","No","Human",514.89999999982,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"109",109,14606117,"Main Stimuli F_YES (Latin Square) ",37,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane","Yes","No","no","no","yes","No","Human",1286.39999999982,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"110",110,14606117,"Main Stimuli F_YES (Latin Square) ",38,"SuicidalRescue","crane","Suicidal_Rescue_Crane","Yes","Yes","yes","yes","yes","Yes","AI",486.999999999825,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","SuicidalRescueCrane","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"111",111,14606117,"Main Stimuli F_YES (Latin Square) ",39,"Unprohibted_BetterAlternative_","crane","Unprohibited_Better_Alternative_Crane","No","No","no","yes","yes","Yes","AI",342.200000000361,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","Unprohibted_BetterAlternative_Crane","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"112",112,14606117,"Main Stimuli F_YES (Latin Square) ",40,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",287.39999999982,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"113",113,14606117,"Main Stimuli F_YES (Latin Square) ",41,"SubstitutedConsent2","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","AI",612.200000000361,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"114",114,14606117,"Main Stimuli F_YES (Latin Square) ",42,"SuicidalRescue","trolley","Suicidal_Rescue_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",399.100000000384,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","SuicidalRescue","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"115",115,14606117,"Main Stimuli F_YES (Latin Square) ",43,"EfficientRisk","crane","Efficient_Risk_Crane","No","Yes","yes","yes","yes","Yes","Human",584.400000000373,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","EfficientRiskCrane","Efficient_Risk","No","No","No","No","No","Yes"
"116",116,14606117,"Main Stimuli F_YES (Latin Square) ",44,"EfficientRisk","trolley","Efficient_Risk_Trolley","No","Yes","yes","yes","yes","Yes","Human",787.699999999604,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","EfficientRisk","Efficient_Risk","No","No","No","No","No","Yes"
"117",117,14606117,"Main Stimuli F_YES (Latin Square) ",45,"BystanderPHO","trolley","Bystander_PHO_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",1965.9000000002,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
"118",118,14606117,"Main Stimuli F_YES (Latin Square) ",46,"bystander","trolley","Bystander_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",333.400000000023,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","bystander","Bystander","Yes","No","No","No","No","Yes"
"119",119,14606117,"Main Stimuli F_YES (Latin Square) ",47,"intentional homicide","trolley","Intentional_Homicide_Trolley","Yes","No","yes","yes","no","No","Human",791.799999999814,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","intentional homicide","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"120",120,14606117,"Main Stimuli F_YES (Latin Square) ",48,"costless rescue","crane","Costless_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",410.900000000198,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","costless rescueCrane","Costless_Rescue","No","No","No","No","No","Yes"
"121",121,14606117,"Main Stimuli F_YES (Latin Square) ",49,"collapse bridge","crane","Collapse_Bridge_Crane","Yes","Yes","yes","yes","yes","Yes","AI",1714.79999999999,"1","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","collapse bridgeCrane","Collapse_Bridge","Yes","No","No","No","No","Yes"
"122",122,14606117,"Main Stimuli F_YES (Latin Square) ",50,"SubstitutedConsent","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","AI",415.000000000175,"0","F_YES","Woman",1,25,"France","Arab or Arab British","","","","","","","Arab",FALSE,"Arab or Arab British","Arab or Arab British","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
