"","X","ID","TVideo_1","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","RT","MJ","keys","PBH_actual","PDE_actual","Agent","BA_actual","MC_actual","Intent_actual","MG_actual","Gender","Gender.quant","Age","Nationality","Country_of_residence","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_prefs","prefs_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"50",50,15127829,"DropEquipment_Crane_Hang_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",50,"DropEquipment","Crane","Drop_Equipment_Crane",650,"1","J_YES","No","No","Ai","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"51",51,15127829,"Bystander_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",51,"bystander","trolley","Bystander_Trolley",783.399999999965,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","bystander","Bystander","Yes","No","No","No","No","Yes"
"52",52,15127829,"Unprohibted_BetterAlternative_DisproportionateCost_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",52,"Unprohibted_BetterAlternative_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Disproportionate_Cost_Crane",1266.49999999994,"1","J_YES","No","No","Human","No","No","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"53",53,15127829,"EfficientRisk_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",53,"EfficientRisk","mine","Efficient_Risk_Mine",1349.70000000001,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","EfficientRiskMine","Efficient_Risk","No","No","No","No","No","Yes"
"54",54,15127829,"EfficientRisk_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",54,"EfficientRisk","crane","Efficient_Risk_Crane",2350.79999999999,"0","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","EfficientRiskCrane","Efficient_Risk","No","No","No","No","No","Yes"
"55",55,15127829,"ExpensiveCollapse_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",55,"ExpensiveCollapse","crane","Expensive_Collapse_Crane",3150.59999999998,"0","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"56",56,15127829,"HypotheticalConsent_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",56,"HypotheticalConsent","truck","Hypothetical_Consent_Truck",7333.60000000009,"1","J_YES","No","Yes","Human","No","No","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","HypotheticalConsentTruck","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"57",57,15127829,"LoopTrack_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",57,"loop","mine","Loop_Track_Mine",1882.90000000002,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loopMine","Loop_Track","Yes","Yes","Yes","No","No","No"
"58",58,15127829,"Bystander_PHO_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",58,"BystanderPHO","mine","Bystander_PHO_Mine",4016.80000000005,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHOMine","Bystander_PHO","Yes","No","No","No","No","Yes"
"59",59,15127829,"DropMan_Mine_Hang.mp4","Main Stimuli J_YES (Simplified Latin Square)",59,"drop man","mine","Drop_Man_Mine",7000.20000000007,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropManMineHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"60",60,15127829,"Footbridge_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",60,"footbridge","truck","Footbridge_Truck",3683.90000000014,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","footbridgeTruck","Footbridge","Yes","Yes","Yes","No","No","No"
"61",61,15127829,"Footbridge_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",61,"footbridge","mine","Footbridge_Mine",1699.89999999991,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","footbridgeMine","Footbridge","Yes","Yes","Yes","No","No","No"
"62",62,15127829,"Footbridge_PHA_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",62,"FootbridgePHA","crane","Footbridge_PHA_Crane",1383.30000000005,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHACrane","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"63",63,15127829,"InexpensiveRescue_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",63,"InexpensiveRescue","mine","Inexpensive_Rescue_Mine",1833.50000000012,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InexpensiveRescueMine","Inexpensive_Rescue","No","No","No","No","No","Yes"
"64",64,15127829,"LoopTrack_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",64,"loop","crane","Loop_Track_Crane",1849.89999999991,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"65",65,15127829,"SubstitutedConsent_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",65,"SubstitutedConsent","mine","Substituted_Consent_Mine",2433.20000000019,"0","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SubstitutedConsentMine","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"66",66,15127829,"SubstitutedConsent_2_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",66,"SubstitutedConsent","crane","Substituted_Consent_Crane",26101.9000000001,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SubstitutedConsent2Crane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"67",67,15127829,"Omission_Bystander_PHO_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",67,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley",1733.90000000002,"0","J_YES","No","No","Ai","Yes","No","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"68",68,15127829,"CostlessRescue_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",68,"costless rescue","trolley","Costless_Rescue_Trolley",850.20000000007,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"69",69,15127829,"DropEquipment_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",69,"DropEquipment","mine","Drop_Equipment_Mine",3266.89999999991,"1","J_YES","No","Yes","Human","No","No","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","DropEquipmentMine","Drop_Equipment","No","No","No","No","No","Yes"
"70",70,15127829,"LoopTrack_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",70,"loop","trolley","Loop_Track_Trolley",1033.30000000005,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"71",71,15127829,"Implied_Consent_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",71,"implied consent","mine","Implied_Consent_Mine",2399.80000000005,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","implied consentMine","Implied_Consent","Yes","No","No","No","No","Yes"
"72",72,15127829,"Bystander_PHA&O_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",72,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane",5750.80000000005,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"73",73,15127829,"ExpensiveRescue_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",73,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley",1783.90000000002,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"74",74,15127829,"BetterAlternative_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",74,"better alternative","truck","Better_Alternative_Truck",19267.9,"1","J_YES","Yes","Yes","Human","No","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","better alternativeTruck","Better_Alternative","Yes","Yes","No","Yes","No","No"
"75",75,15127829,"Footbridge_PHA&O_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",75,"FootbridgePHA&O","mine","Footbridge_PHA_PHO_Mine",2100.20000000007,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OMine","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"76",76,15127829,"ManInFront_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",76,"man-in-front","crane","Man_in_Front_Crane",1883.49999999988,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"77",77,15127829,"DisproportionalDeath_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",77,"disproportionate death","crane","Disproportionate_Death_Crane",1733.10000000009,"1","J_YES","Yes","No","Human","No","No","Yes","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","disproportionate deathCrane","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"78",78,15127829,"Unprohibited_BetterAlternative_Equipment_Intended_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",78,"Unprohibted_BetterAlternative_Equipment_Intended_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Trolley",1600.19999999995,"1","J_YES","No","No","Human","No","Yes","No","Yes","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Equipment_Intended_Trolley","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"79",79,15127829,"DropMan_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",79,"drop man","crane","Drop_Man_Crane",1883.90000000002,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,49,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
